"gene_ID","gene_name","difference","logpval","significant"
"OR1A1","OR1A1",-2.65279463424789,1.99201715762256,"+"
"OR1B1","OR1B1",-1.70639222419189,1.91206492261448,NA
"OR1C1","OR1C1",-1.99318083329977,1.95375835089029,"+"
"OR1D2","OR1D2",-2.65279463424789,1.99201715762256,"+"
"OR1D5","OR1D5",-2.65279463424789,1.99201715762256,"+"
"OR1E1","OR1E1",-2.65279463424789,1.99201715762256,"+"
"OR1E2","OR1E2",-2.65279463424789,1.99201715762256,"+"
"OR1F1","OR1F1",-0.940666637873846,1.6531242791379,NA
"OR1G1","OR1G1",-2.65279463424789,1.99201715762256,"+"
"OR1J1","OR1J1",-2.65279463424789,1.99201715762256,"+"
"OR1J2","OR1J2",-1.70639222419189,1.91206492261448,NA
"OR1J4","OR1J4",-2.29144098677196,1.97806207867526,"+"
"OR1K1","OR1K1",-1.78382514865101,1.92554791826018,NA
"OR1L1","OR1L1",-2.16238611267342,1.96941157289611,"+"
"OR1L3","OR1L3",-2.16238611267342,1.96941157289611,"+"
"OR1L4","OR1L4",-1.55726214745579,1.88059174147742,NA
"OR1L6","OR1L6",-1.49416865345205,1.86486845651509,NA
"OR1L8","OR1L8",-1.87272961747446,1.93889426866153,NA
"OR1N1","OR1N1",-2.65279463424789,1.99201715762256,"+"
"OR1N2","OR1N2",-2.65279463424789,1.99201715762256,"+"
"OR1Q1","OR1Q1",-1.78382514865101,1.92554791826018,NA
"OR1S2","OR1S2",-2.65279463424789,1.99201715762256,"+"
"OR2A1","OR2A1",-0.745650383680488,1.54412136134701,NA
"OR2A12","OR2A12",-2.65279463424789,1.99201715762256,"+"
"OR2A14","OR2A14",-2.65279463424789,1.99201715762256,"+"
"OR2A2","OR2A2",-1.99318083329977,1.95375835089029,"+"
"OR2A25","OR2A25",-2.65279463424789,1.99201715762256,"+"
"OR2A4","OR2A4",-0.593652420853312,1.44725538794771,NA
"OR2A42","OR2A42",-1.62035564145952,1.89484409719335,NA
"OR2A5","OR2A5",-2.46924992441885,1.98646033820815,"+"
"OR2A7","OR2A7",-1.15289020861368,1.751044548532,NA
"OR2AE1","OR2AE1",-1.92721945320495,1.94604771337,NA
"OR2AG1","OR2AG1",-2.29144098677196,1.97806207867526,"+"
"OR2AG2","OR2AG2",-2.16238611267342,1.96941157289611,"+"
"OR2AK2","OR2AK2",-2.46924992441885,1.98646033820815,"+"
"OR2AT4","OR2AT4",-2.16238611267342,1.96941157289611,"+"
"OR2B11","OR2B11",-1.87272961747446,1.93889426866153,NA
"OR2B2","OR2B2",-2.16238611267342,1.96941157289611,"+"
"OR2B6","OR2B6",-2.65279463424789,1.99201715762256,"+"
"OR2C1","OR2C1",-1.99318083329977,1.95375835089029,"+"
"OR2C3","OR2C3",-2.65279463424789,1.99201715762256,"+"
"OR2D2","OR2D2",-2.06487798557674,1.96106545344784,"+"
"OR2D3","OR2D3",-2.65279463424789,1.99201715762256,"+"
"OR2F1","OR2F1",-1.63756295800599,1.89848710448784,NA
"OR2F2","OR2F2",-2.65279463424789,1.99201715762256,"+"
"OR2G2","OR2G2",-2.46924992441885,1.98646033820815,"+"
"OR2G6","OR2G6",-2.16238611267342,1.96941157289611,"+"
"OR2H1","OR2H1",-2.65279463424789,1.99201715762256,"+"
"OR2H2","OR2H2",-1.35937800717135,1.82597316347521,NA
"OR2J2","OR2J2",-2.65279463424789,1.99201715762256,"+"
"OR2J3","OR2J3",-2.65279463424789,1.99201715762256,"+"
"OR2K2","OR2K2",-2.29144098677196,1.97806207867526,"+"
"OR2L13","OR2L13",-2.65279463424789,1.99201715762256,"+"
"OR2L2","OR2L2",-2.65279463424789,1.99201715762256,"+"
"OR2L3","OR2L3",-2.46924992441885,1.98646033820815,"+"
"OR2L5","OR2L5",-2.29144098677196,1.97806207867526,"+"
"OR2L8","OR2L8",-2.29144098677196,1.97806207867526,"+"
"OR2M3","OR2M3",-2.65279463424789,1.99201715762256,"+"
