"gene_ID","gene_name","difference","logpval","significant"
"MTMR6","MTMR6",0.477006746978546,0.633357317213488,NA
"MTMR7","MTMR7",-1.40816961832589,1.84091914973844,NA
"MTMR8","MTMR8",-1.10825519657291,1.73224838106846,NA
"MTMR9","MTMR9",0.354184650451136,0.723200506139093,NA
"MTNR1A","MTNR1A",-1.58240561572524,1.88644299644838,NA
"MTNR1B","MTNR1B",-1.61953787746608,1.89466841639208,NA
"MTO1","MTO1",0.117109440874972,0.906773328481962,NA
"MTOR","MTOR",0.931162871347341,0.351769320539409,NA
"MTPAP","MTPAP",0.119965768701191,0.904510264694686,NA
"MTPN","MTPN",0.61411048263705,0.539142321681432,NA
"MTR","MTR",0.768352185252867,0.442277979040463,NA
"MTREX","MTREX",0.571265565243767,0.567819639960373,NA
"MTRF1","MTRF1",0.0599828843505953,0.952169266451941,NA
"MTRF1L","MTRF1L",0.231362553923726,0.817033153633909,NA
"MTRR","MTRR",0.274207471317008,0.783925186817082,NA
"MTSS1","MTSS1",1.11968050787778,0.262849934272783,NA
"MTTP","MTTP",-1.94230292182881,1.94789956047654,NA
"MTURN","MTURN",0.437018157411482,0.662098179915309,NA
"MTUS1","MTUS1",0.625535793941925,0.531619463669086,NA
"MTUS2","MTUS2",-1.41959492963076,1.8442743575959,NA
"MTX1","MTX1",0.168523341746911,0.866171582208153,NA
"MTX2","MTX2",0.102827801743878,0.918099639617043,NA
"MTX3","MTX3",0.474150419152327,0.63539264669455,NA
"MUC1","MUC1",-0.559840253938892,1.42441159598576,NA
"MUC12","MUC12",-1.51956640354842,1.8713800129654,NA
"MUC13","MUC13",-2.63924691142621,1.99169095610833,"+"
"MUC15","MUC15",-0.582690876548643,1.43989858391323,NA
"MUC16","MUC16",-0.339903011320041,1.26607043118331,NA
"MUC17","MUC17",-2.63924691142621,1.99169095610833,"+"
"MUC19","MUC19",-1.41959492963076,1.8442743575959,NA
"MUC2","MUC2",-2.63924691142621,1.99169095610833,"+"
"MUC20","MUC20",-0.479863074804765,1.36867524104649,NA
"MUC21","MUC21",-1.13110581918266,1.74198944466925,NA
"MUC22","MUC22",-2.32505085054213,1.97993075870062,"+"
"MUC3A","MUC3A",-2.15938383662144,1.96917959918463,"+"
"MUC4","MUC4",-1.49100312528623,1.86403932561894,NA
"MUC5AC","MUC5AC",-2.63924691142621,1.99169095610833,"+"
"MUC5B","MUC5B",-0.994002083524155,1.6797781469015,NA
"MUC6","MUC6",-2.32505085054213,1.97993075870062,"+"
"MUC7","MUC7",-0.8340477252559,1.59574590929946,NA
"MUCL1","MUCL1",-0.459868780021233,1.35438958950416,NA
"MUL1","MUL1",0.148529046963379,0.881925264020132,NA
"MUS81","MUS81",0.165667013920693,0.868419006363712,NA
"MUSK","MUSK",-0.714081956554709,1.52482349747016,NA
